2000
(15, 580)
(15, 594)
(15, 791)
(15, 982)
(15, 1036)
(15, 1221)
(15, 1688)
(15, 1789)
(15, 1850)
(16, 117)
(16, 370)
(16, 495)
(16, 507)
(16, 578)
(16, 583)
(16, 1077)
(16, 1195)
(16, 1370)
(16, 1440)
(16, 1441)
(16, 1491)
(16, 1697)
(16, 1762)
(16, 1797)
(16, 1897)
(16, 1976)
(17, 285)
(17, 820)
(17, 1135)
(17, 1211)
(17, 1486)
(17, 1525)
(18, 54)
(18, 150)
(18, 507)
(18, 790)
(18, 801)
(18, 1208)
(18, 1233)
(18, 1280)
(18, 1548)
(18, 1699)
(18, 1915)
(19, 98)
(19, 272)
(19, 426)
(19, 518)
(19, 767)
(19, 939)
(19, 1019)
(20, 84)
(20, 298)
(20, 398)
(20, 400)
(20, 841)
(20, 901)
(20, 1606)
(20, 1854)
(20, 1857)
(21, 223)
(21, 390)
(21, 492)
(21, 558)
(21, 624)
(21, 812)
(21, 1199)
(21, 1270)
(21, 1291)
(21, 1392)
(21, 1442)
(21, 1610)
(21, 1880)
(21, 1896)
(22, 29)
(22, 34)
(22, 199)
(22, 462)
(22, 529)
(22, 553)
(22, 662)
(22, 1075)
(22, 1146)
(22, 1574)
(22, 1745)
(22, 1747)
(22, 1872)
(22, 1929)
(23, 346)
(23, 460)
(23, 570)
(23, 1015)
(23, 1180)
(23, 1472)
(23, 1511)
(23, 1793)
(24, 89)
(24, 153)
(24, 686)
(24, 848)
(24, 1061)
(24, 1115)
(24, 1459)
(24, 1482)
(24, 1749)
(24, 1842)
(24, 1966)
(25, 259)
(25, 264)
(25, 534)
(25, 1538)
(25, 1696)
(25, 1700)
(25, 1802)
(26, 88)
(26, 293)
(26, 314)
(26, 318)
(26, 584)
(26, 1360)
(26, 1816)
(26, 1972)
(27, 661)
(27, 880)
(27, 990)
(27, 1087)
(27, 1126)
(27, 1195)
(27, 1436)
(27, 1471)
(27, 1503)
(27, 1603)
(27, 1671)
(27, 1944)
(28, 299)
(28, 343)
(28, 545)
(28, 633)
(28, 896)
(28, 1150)
(28, 1180)
(28, 1364)
(28, 1551)
(28, 1852)
(28, 1872)
(29, 317)
(29, 695)
(29, 842)
(29, 1127)
(29, 1442)
(30, 313)
(30, 562)
(30, 824)
(30, 844)
(30, 1153)
(30, 1661)
(30, 1880)
(30, 1995)
(31, 1201)
(32, 78)
(32, 140)
(32, 146)
(32, 518)
(32, 731)
(32, 1197)
(32, 1315)
(32, 1398)
(33, 130)
(33, 205)
(33, 303)
(33, 843)
(33, 1661)
(34, 846)
(34, 969)
(34, 1111)
(34, 1189)
(34, 1274)
(34, 1324)
(34, 1803)
(34, 1856)
(35, 152)
(35, 233)
(35, 484)
(35, 613)
(35, 742)
(35, 1347)
(35, 1550)
(35, 1560)
(35, 1926)
(36, 45)
(36, 110)
(36, 239)
(36, 691)
(36, 1055)
(36, 1490)
(36, 1633)
(36, 1694)
(36, 1703)
(36, 1769)
(37, 589)
(37, 622)
(37, 638)
(37, 790)
(37, 1642)
(37, 1957)
(38, 77)
(38, 157)
(38, 745)
(38, 898)
(38, 1541)
(38, 1557)
(38, 1609)
(38, 1616)
(38, 1667)
(38, 1687)
(38, 1827)
(39, 110)
(39, 656)
(39, 1007)
(39, 1201)
(39, 1604)
(39, 1877)
(39, 1969)
(40, 321)
(40, 655)
(40, 803)
(40, 1248)
(40, 1548)
(40, 1568)
(40, 1622)
(40, 1879)
(41, 204)
(41, 461)
(41, 554)
(41, 663)
(41, 825)
(41, 866)
(41, 1121)
(41, 1384)
(41, 1404)
(41, 1441)
(41, 1491)
(41, 1964)
(42, 898)
(42, 998)
(42, 1176)
(42, 1192)
(42, 1452)
(43, 290)
(43, 607)
(43, 721)
(43, 1286)
(43, 1613)
(43, 1764)
(43, 1793)
(43, 1823)
(44, 63)
(44, 195)
(44, 554)
(44, 716)
(44, 986)
(44, 1746)
(44, 1903)
(45, 165)
(45, 427)
(45, 527)
(45, 632)
(45, 826)
(45, 1011)
(45, 1026)
(45, 1120)
(45, 1204)
(45, 1257)
(45, 1394)
(45, 1399)
(45, 1467)
(45, 1645)
(45, 1770)
(45, 1878)
(46, 281)
(46, 384)
(46, 1205)
(46, 1437)
(46, 1477)
(46, 1618)
(46, 1714)
(46, 1768)
(47, 252)
(47, 412)
(47, 1061)
(47, 1117)
(47, 1269)
(47, 1326)
(47, 1573)
(47, 1574)
(47, 1746)
(48, 132)
(48, 238)
(48, 620)
(48, 981)
(48, 1007)
(48, 1031)
(48, 1197)
(48, 1440)
(48, 1534)
(49, 404)
(49, 557)
(49, 824)
(49, 1606)
(49, 1671)
(50, 213)
(50, 380)
(50, 460)
(50, 512)
(50, 787)
(50, 1131)
(50, 1169)
(50, 1231)
(50, 1381)
(50, 1595)
(51, 548)
(51, 770)
(51, 945)
(51, 1043)
(51, 1265)
(51, 1391)
(51, 1536)
(51, 1626)
(51, 1730)
(52, 121)
(52, 384)
(52, 555)
(52, 1004)
(52, 1015)
(52, 1111)
(52, 1202)
(52, 1326)
(52, 1829)
(53, 154)
(53, 323)
(53, 1014)
(53, 1116)
(53, 1339)
(53, 1379)
(53, 1422)
(53, 1487)
(53, 1633)
(53, 1869)
(53, 1951)
(54, 115)
(54, 145)
(54, 234)
(54, 1105)
(54, 1567)
(54, 1632)
(55, 327)
(55, 428)
(55, 471)
(55, 1420)
(55, 1425)
(55, 1517)
(56, 77)
(56, 92)
(56, 149)
(56, 198)
(56, 672)
(56, 810)
(56, 834)
(56, 923)
(56, 1914)
(57, 162)
(57, 269)
(57, 322)
(57, 751)
(57, 788)
(57, 803)
(57, 839)
(57, 917)
(57, 1060)
(57, 1616)
(57, 1832)
(58, 106)
(58, 116)
(58, 196)
(58, 310)
(58, 322)
(58, 447)
(58, 509)
(58, 805)
(58, 927)
(58, 1183)
(58, 1300)
(58, 1367)
(58, 1920)
(58, 1970)
(59, 128)
(59, 430)
(59, 468)
(59, 659)
(59, 727)
(59, 840)
(59, 881)
(59, 1021)
(59, 1216)
(60, 426)
(60, 457)
(60, 498)
(60, 569)
(60, 754)
(60, 758)
(60, 782)
(60, 863)
(60, 899)
(60, 1032)
(60, 1045)
(60, 1091)
(60, 1093)
(60, 1134)
(60, 1240)
(60, 1462)
(61, 129)
(61, 717)
(61, 832)
(61, 908)
(61, 1036)
(61, 1367)
(61, 1455)
(61, 1777)
(61, 1879)
(61, 1924)
(62, 217)
(62, 502)
(62, 914)
(62, 1247)
(62, 1251)
(62, 1277)
(62, 1290)
(62, 1480)
(62, 1550)
(62, 1697)
(62, 1786)
(63, 156)
(63, 889)
(63, 910)
(63, 1095)
(63, 1103)
(63, 1111)
(63, 1536)
(63, 1555)
(63, 1701)
(64, 110)
(64, 131)
(64, 228)
(64, 275)
(64, 523)
(64, 1340)
(64, 1358)
(64, 1478)
(64, 1573)
(64, 1671)
(64, 1803)
(65, 429)
(65, 436)
(65, 558)
(65, 1232)
(65, 1656)
(65, 1807)
(65, 1866)
(66, 196)
(66, 206)
(66, 224)
(66, 294)
(66, 509)
(66, 745)
(66, 998)
(66, 1834)
(66, 1930)
(66, 1973)
(67, 338)
(67, 728)
(67, 783)
(67, 857)
(67, 1054)
(67, 1501)
(67, 1777)
(67, 1920)
(68, 141)
(68, 151)
(68, 191)
(68, 293)
(68, 781)
(68, 1090)
(68, 1221)
(68, 1284)
(69, 151)
(69, 204)
(69, 303)
(69, 371)
(69, 432)
(69, 1015)
(69, 1020)
(69, 1104)
(69, 1281)
(69, 1409)
(69, 1890)
(70, 226)
(70, 247)
(70, 305)
(70, 711)
(70, 1065)
(70, 1067)
(70, 1265)
(70, 1465)
(70, 1523)
(70, 1949)
(71, 396)
(71, 428)
(71, 525)
(71, 549)
(71, 640)
(71, 942)
(71, 983)
(71, 1103)
(71, 1496)
(71, 1519)
(71, 1910)
(71, 1915)
(72, 79)
(72, 179)
(72, 420)
(72, 562)
(72, 819)
(72, 857)
(72, 944)
(72, 1098)
(72, 1448)
(73, 455)
(73, 664)
(73, 745)
(73, 801)
(73, 976)
(73, 980)
(73, 1052)
(73, 1246)
(73, 1533)
(73, 1630)
(74, 98)
(74, 104)
(74, 222)
(74, 292)
(74, 427)
(74, 674)
(74, 747)
(74, 881)
(74, 919)
(74, 1087)
(74, 1108)
(74, 1252)
(74, 1440)
(75, 311)
(75, 349)
(75, 449)
(75, 652)
(75, 659)
(75, 851)
(75, 969)
(75, 1231)
(75, 1245)
(75, 1258)
(75, 1502)
(76, 819)
(76, 935)
(76, 1037)
(76, 1109)
(76, 1219)
(76, 1265)
(76, 1307)
(76, 1582)
(76, 1679)
(76, 1773)
(76, 1781)
(76, 1859)
(76, 1929)
(77, 174)
(77, 346)
(77, 574)
(77, 614)
(77, 765)
(77, 981)
(77, 1047)
(77, 1166)
(77, 1333)
(77, 1427)
(77, 1575)
(77, 1651)
(77, 1659)
(78, 407)
(78, 425)
(78, 539)
(78, 836)
(78, 921)
(78, 1199)
(78, 1821)
(79, 336)
(79, 482)
(79, 486)
(79, 496)
(79, 530)
(79, 682)
(79, 699)
(79, 834)
(79, 882)
(79, 1088)
(79, 1096)
(79, 1445)
(79, 1478)
(79, 1622)
(80, 331)
(80, 453)
(80, 696)
(80, 1121)
(80, 1128)
(80, 1565)
(80, 1667)
(81, 183)
(81, 245)
(81, 258)
(81, 598)
(81, 712)
(81, 797)
(81, 815)
(81, 934)
(81, 986)
(81, 1176)
(81, 1220)
(81, 1225)
(81, 1471)
(81, 1605)
(81, 1843)
(81, 1940)
(82, 83)
(82, 756)
(82, 885)
(82, 1052)
(82, 1124)
(82, 1268)
(82, 1578)
(82, 1698)
(82, 1865)
(83, 344)
(83, 370)
(83, 661)
(83, 1256)
(83, 1567)
(83, 1709)
(83, 1912)
(84, 88)
(84, 188)
(84, 308)
(84, 691)
(84, 694)
(84, 949)
(84, 1038)
(84, 1309)
(84, 1579)
(84, 1728)
(85, 1046)
(85, 1049)
(85, 1093)
(85, 1428)
(85, 1714)
(85, 1913)
(85, 1969)
(86, 111)
(86, 191)
(86, 241)
(86, 249)
(86, 443)
(86, 813)
(86, 1067)
(86, 1355)
(86, 1577)
(86, 1701)
(86, 1898)
(87, 264)
(87, 406)
(87, 420)
(87, 680)
(87, 1485)
(87, 1585)
(87, 1652)
(87, 1903)
(88, 551)
(88, 791)
(88, 869)
(88, 1002)
(88, 1202)
(88, 1402)
(88, 1416)
(88, 1516)
(88, 1548)
(88, 1686)
(88, 1694)
(88, 1826)
(88, 1912)
(89, 143)
(89, 282)
(89, 290)
(89, 303)
(89, 593)
(89, 654)
(89, 846)
(89, 1108)
(89, 1430)
(89, 1568)
(89, 1668)
(89, 1955)
(89, 1956)
(90, 619)
(90, 717)
(90, 973)
(90, 1106)
(90, 1110)
(90, 1300)
(90, 1761)
(90, 1901)
(91, 835)
(91, 864)
(91, 1199)
(91, 1254)
(91, 1445)
(91, 1575)
(91, 1743)
(91, 1823)
(91, 1906)
(92, 463)
(92, 719)
(92, 783)
(92, 928)
(92, 1153)
(92, 1314)
(92, 1337)
(92, 1376)
(92, 1634)
(92, 1848)
(92, 1856)
(93, 161)
(93, 229)
(93, 468)
(93, 676)
(93, 1300)
(93, 1568)
(94, 159)
(94, 388)
(94, 526)
(94, 646)
(94, 796)
(94, 1206)
(94, 1276)
(94, 1294)
(94, 1356)
(94, 1636)
(94, 1820)
(95, 337)
(95, 357)
(95, 392)
(95, 510)
(95, 568)
(95, 709)
(95, 739)
(95, 1025)
(95, 1260)
(95, 1438)
(95, 1529)
(95, 1631)
(95, 1664)
(95, 1687)
(95, 1703)
(95, 1747)
(95, 1952)
(95, 1973)
(96, 153)
(96, 223)
(96, 306)
(96, 606)
(96, 805)
(96, 1140)
(96, 1174)
(96, 1284)
(96, 1356)
(96, 1361)
(96, 1446)
(96, 1591)
(96, 1853)
(96, 1914)
(97, 279)
(97, 536)
(97, 1031)
(97, 1189)
(97, 1528)
(97, 1585)
(98, 128)
(98, 138)
(98, 204)
(98, 413)
(98, 449)
(98, 993)
(98, 1090)
(98, 1314)
(98, 1352)
(98, 1619)
(99, 439)
(99, 569)
(99, 655)
(99, 825)
(99, 1634)
(100, 109)
(100, 177)
(100, 378)
(100, 521)
(100, 927)
(100, 1035)
(100, 1096)
(100, 1204)
(100, 1286)
(100, 1407)
(100, 1548)
(101, 115)
(101, 379)
(101, 521)
(101, 638)
(101, 670)
(101, 674)
(101, 738)
(101, 795)
(101, 992)
(101, 1242)
(101, 1414)
(101, 1660)
(101, 1791)
(102, 218)
(102, 301)
(102, 337)
(102, 662)
(102, 778)
(102, 894)
(102, 965)
(102, 1222)
(102, 1282)
(102, 1322)
(102, 1682)
(102, 1839)
(103, 290)
(103, 472)
(103, 483)
(103, 501)
(103, 640)
(103, 1257)
(103, 1284)
(103, 1504)
(103, 1824)
(103, 1912)
(104, 295)
(104, 588)
(104, 813)
(104, 1026)
(104, 1065)
(104, 1085)
(104, 1464)
(104, 1563)
(104, 1740)
(104, 1804)
(105, 676)
(105, 894)
(105, 1001)
(105, 1042)
(105, 1245)
(105, 1407)
(105, 1586)
(105, 1649)
(105, 1726)
(105, 1747)
(105, 1865)
(106, 170)
(106, 457)
(106, 469)
(106, 774)
(106, 810)
(106, 843)
(106, 1215)
(106, 1237)
(106, 1477)
(106, 1703)
(106, 1996)
(107, 287)
(107, 333)
(107, 610)
(107, 659)
(107, 763)
(107, 1107)
(107, 1304)
(107, 1528)
(108, 138)
(108, 143)
(108, 269)
(108, 417)
(108, 808)
(108, 937)
(108, 1067)
(108, 1547)
(108, 1727)
(108, 1887)
(109, 351)
(109, 618)
(109, 622)
(109, 690)
(109, 850)
(109, 912)
(109, 1009)
(109, 1107)
(109, 1153)
(109, 1287)
(109, 1420)
(109, 1606)
(109, 1917)
(109, 1957)
(110, 255)
(110, 561)
(110, 868)
(110, 1353)
(110, 1745)
(110, 1810)
(110, 1853)
(110, 1914)
(111, 199)
(111, 449)
(111, 486)
(111, 580)
(111, 859)
(111, 1146)
(111, 1373)
(111, 1422)
(111, 1463)
(111, 1482)
(111, 1524)
(111, 1955)
(112, 164)
(112, 448)
(112, 524)
(112, 661)
(112, 834)
(112, 1119)
(112, 1518)
(112, 1659)
(112, 1933)
(113, 269)
(113, 395)
(113, 928)
(113, 1276)
(113, 1296)
(113, 1572)
(113, 1676)
(113, 1746)
(113, 1901)
(113, 1999)
(114, 451)
(114, 601)
(114, 698)
(114, 783)
(114, 947)
(114, 1750)
(114, 1764)
(115, 185)
(115, 575)
(115, 735)
(115, 834)
(115, 1307)
(116, 446)
(116, 623)
(116, 962)
(116, 1065)
(116, 1373)
(116, 1393)
(116, 1469)
(116, 1504)
(116, 1572)
(116, 1591)
(117, 312)
(117, 465)
(117, 550)
(117, 709)
(117, 1128)
(117, 1347)
(117, 1349)
(117, 1643)
(117, 1851)
(118, 370)
(118, 638)
(118, 645)
(118, 664)
(118, 739)
(118, 820)
(118, 936)
(118, 963)
(118, 975)
(118, 997)
(119, 177)
(119, 329)
(119, 389)
(119, 543)
(119, 630)
(119, 958)
(119, 1024)
(119, 1130)
(119, 1181)
(119, 1291)
(119, 1510)
(119, 1675)
(119, 1758)
(120, 359)
(120, 999)
(120, 1391)
(120, 1590)
(120, 1596)
(120, 1836)
(120, 1925)
(121, 200)
(121, 261)
(121, 570)
(121, 605)
(121, 641)
(121, 830)
(121, 934)
(121, 1045)
(121, 1458)
(122, 135)
(122, 137)
(122, 337)
(122, 690)
(122, 1202)
(122, 1636)
(122, 1647)
(123, 478)
(123, 697)
(123, 1022)
(123, 1071)
(123, 1272)
(123, 1279)
(123, 1640)
(123, 1686)
(123, 1762)
(123, 1798)
(123, 1804)
(123, 1813)
(123, 1963)
(124, 871)
(124, 1113)
(124, 1159)
(124, 1475)
(125, 464)
(125, 1545)
(125, 1811)
(125, 1849)
(125, 1854)
(126, 164)
(126, 412)
(126, 575)
(126, 583)
(126, 667)
(126, 771)
(126, 931)
(126, 1668)
(126, 1719)
(127, 341)
(127, 636)
(127, 684)
(127, 741)
(127, 1073)
(127, 1084)
(127, 1354)
(127, 1472)
(127, 1502)
(127, 1575)
(128, 145)
(128, 345)
(128, 879)
(128, 1054)
(128, 1089)
(128, 1137)
(128, 1226)
(128, 1550)
(128, 1829)
(129, 196)
(129, 375)
(129, 544)
(129, 683)
(129, 780)
(129, 946)
(129, 1211)
(129, 1241)
(129, 1361)
(129, 1475)
(129, 1521)
(129, 1529)
(129, 1770)
(130, 157)
(130, 198)
(130, 312)
(130, 616)
(130, 1016)
(130, 1097)
(130, 1449)
(130, 1462)
(130, 1528)
(130, 1680)
(130, 1869)
(130, 1989)
(131, 344)
(131, 518)
(131, 1196)
(131, 1291)
(131, 1852)
(131, 1888)
(132, 176)
(132, 356)
(132, 648)
(132, 779)
(132, 815)
(132, 886)
(132, 1178)
(132, 1438)
(132, 1471)
(132, 1497)
(132, 1762)
(132, 1810)
(132, 1832)
(133, 385)
(133, 386)
(133, 505)
(133, 995)
(133, 1095)
(133, 1753)
(133, 1770)
(134, 240)
(134, 367)
(134, 469)
(134, 567)
(134, 948)
(134, 1042)
(134, 1157)
(134, 1168)
(134, 1290)
(134, 1349)
(134, 1623)
(134, 1755)
(134, 1805)
(134, 1821)
(135, 256)
(135, 281)
(135, 454)
(135, 570)
(135, 925)
(135, 1092)
(135, 1146)
(135, 1156)
(135, 1162)
(135, 1208)
(135, 1497)
(135, 1538)
(135, 1564)
(135, 1597)
(136, 236)
(136, 312)
(136, 391)
(136, 580)
(136, 887)
(136, 987)
(136, 1235)
(136, 1571)
(136, 1830)
(136, 1934)
(137, 160)
(137, 478)
(137, 815)
(137, 830)
(137, 988)
(137, 1166)
(137, 1218)
(137, 1579)
(137, 1728)
(137, 1948)
(137, 1981)
(137, 1992)
(138, 495)
(138, 514)
(138, 590)
(138, 1364)
(138, 1369)
(138, 1926)
(139, 157)
(139, 191)
(139, 576)
(139, 853)
(139, 872)
(139, 959)
(139, 1279)
(139, 1447)
(140, 200)
(140, 253)
(140, 440)
(140, 533)
(140, 888)
(140, 1092)
(140, 1114)
(140, 1293)
(140, 1307)
(140, 1979)
(141, 288)
(141, 886)
(141, 1070)
(141, 1612)
(141, 1632)
(141, 1806)
(141, 1848)
(141, 1945)
(141, 1980)
(142, 374)
(142, 740)
(142, 786)
(142, 850)
(142, 891)
(142, 1492)
(142, 1781)
(143, 854)
(143, 1054)
(143, 1151)
(143, 1636)
(143, 1811)
(143, 1819)
(144, 151)
(144, 496)
(144, 502)
(144, 1081)
(144, 1106)
(144, 1226)
(144, 1320)
(144, 1400)
(144, 1411)
(144, 1542)
(144, 1688)
(144, 1734)
(144, 1908)
(145, 155)
(145, 379)
(145, 728)
(145, 861)
(145, 1038)
(145, 1197)
(145, 1418)
(145, 1503)
(146, 604)
(146, 889)
(146, 1234)
(146, 1414)
(146, 1553)
(146, 1828)
(147, 247)
(147, 528)
(147, 532)
(147, 535)
(147, 544)
(147, 1126)
(147, 1240)
(147, 1606)
(147, 1607)
(147, 1863)
(148, 252)
(148, 353)
(148, 358)
(148, 909)
(148, 1156)
(148, 1238)
(148, 1379)
(148, 1509)
(148, 1531)
(148, 1553)
(148, 1583)
(148, 1928)
(149, 234)
(149, 445)
(149, 459)
(149, 564)
(149, 1095)
(149, 1107)
(149, 1328)
(149, 1687)
(149, 1996)
(150, 215)
(150, 273)
(150, 1049)
(150, 1250)
(150, 1313)
(150, 1559)
(150, 1649)
(150, 1823)
(150, 1911)
(151, 790)
(151, 1171)
(151, 1705)
(151, 1923)
(151, 1994)
(152, 223)
(152, 262)
(152, 631)
(152, 632)
(152, 1323)
(152, 1670)
(152, 1753)
(153, 332)
(153, 490)
(153, 725)
(153, 768)
(153, 778)
(153, 832)
(153, 1019)
(153, 1057)
(153, 1283)
(153, 1646)
(153, 1670)
(153, 1809)
(153, 1953)
(153, 1992)
(154, 211)
(154, 312)
(154, 501)
(154, 693)
(154, 1008)
(154, 1206)
(154, 1223)
(154, 1301)
(154, 1722)
(154, 1979)
(155, 685)
(155, 937)
(155, 1171)
(155, 1188)
(155, 1228)
(155, 1578)
(155, 1824)
(156, 253)
(156, 505)
(156, 696)
(156, 712)
(156, 1142)
(156, 1614)
(156, 1901)
(157, 329)
(157, 1110)
(157, 1237)
(157, 1378)
(157, 1648)
(157, 1674)
(158, 187)
(158, 606)
(158, 1651)
(158, 1858)
(159, 199)
(159, 318)
(159, 460)
(159, 468)
(159, 625)
(159, 718)
(159, 1041)
(159, 1261)
(160, 327)
(160, 335)
(160, 709)
(160, 939)
(160, 1663)
(160, 1745)
(160, 1841)
(160, 1863)
(161, 539)
(161, 620)
(161, 762)
(161, 840)
(161, 879)
(161, 970)
(161, 1065)
(161, 1087)
(161, 1178)
(161, 1250)
(161, 1989)
(162, 688)
(162, 1055)
(162, 1078)
(162, 1498)
(162, 1581)
(163, 286)
(163, 397)
(163, 493)
(163, 504)
(163, 1051)
(163, 1064)
(163, 1330)
(163, 1394)
(163, 1516)
(164, 275)
(164, 334)
(164, 349)
(164, 580)
(164, 597)
(164, 612)
(164, 831)
(164, 883)
(164, 1207)
(164, 1208)
(164, 1274)
(164, 1413)
(164, 1923)
(164, 1930)
(165, 212)
(165, 255)
(165, 378)
(165, 723)
(165, 1077)
(165, 1593)
(166, 331)
(166, 870)
(166, 963)
(166, 1044)
(166, 1823)
(166, 1844)
(167, 409)
(167, 596)
(167, 661)
(167, 1025)
(167, 1391)
(167, 1434)
(167, 1714)
(167, 1832)
(168, 471)
(168, 547)
(168, 1128)
(168, 1386)
(168, 1574)
(168, 1661)
(168, 1735)
(169, 602)
(169, 655)
(169, 958)
(169, 1807)
(170, 191)
(170, 242)
(170, 307)
(170, 392)
(170, 543)
(170, 782)
(170, 1149)
(170, 1198)
(170, 1316)
(170, 1367)
(170, 1676)
(170, 1785)
(171, 402)
(171, 690)
(171, 691)
(171, 1096)
(171, 1144)
(171, 1243)
(171, 1283)
(171, 1875)
(171, 1981)
(172, 383)
(172, 795)
(172, 841)
(172, 871)
(172, 1491)
(172, 1885)
(172, 1952)
(173, 292)
(173, 511)
(173, 677)
(173, 876)
(173, 918)
(173, 975)
(173, 1025)
(173, 1310)
(173, 1344)
(173, 1823)
(173, 1967)
(174, 186)
(174, 200)
(174, 549)
(174, 835)
(174, 1089)
(174, 1143)
(174, 1231)
(174, 1374)
(174, 1595)
(174, 1884)
(175, 344)
(175, 531)
(175, 580)
(175, 1483)
(175, 1842)
(176, 477)
(176, 534)
(176, 851)
(176, 1151)
(176, 1167)
(176, 1185)
(176, 1473)
(176, 1474)
(176, 1628)
(176, 1685)
(176, 1821)
(177, 423)
(177, 675)
(177, 1296)
(177, 1342)
(177, 1525)
(177, 1708)
(177, 1743)
(177, 1989)
(178, 392)
(178, 432)
(178, 558)
(178, 693)
(178, 781)
(178, 808)
(178, 915)
(178, 1054)
(178, 1228)
(178, 1237)
(178, 1404)
(178, 1467)
(178, 1778)
(179, 245)
(179, 385)
(179, 487)
(179, 607)
(179, 1712)
(179, 1877)
(180, 265)
(180, 306)
(180, 668)
(180, 773)
(180, 1061)
(180, 1102)
(180, 1278)
(180, 1718)
(180, 1796)
(180, 1875)
(180, 1941)
(181, 283)
(181, 713)
(181, 1001)
(181, 1183)
(181, 1188)
(181, 1871)
(181, 1986)
(182, 458)
(182, 978)
(182, 1042)
(182, 1117)
(182, 1176)
(182, 1253)
(182, 1346)
(182, 1383)
(182, 1452)
(182, 1488)
(182, 1552)
(182, 1898)
(183, 202)
(183, 405)
(183, 430)
(183, 505)
(183, 655)
(183, 716)
(183, 848)
(183, 902)
(183, 1026)
(183, 1284)
(183, 1420)
(183, 1519)
(183, 1676)
(183, 1765)
(183, 1791)
(184, 234)
(184, 419)
(184, 571)
(184, 687)
(184, 988)
(184, 1133)
(184, 1135)
(184, 1165)
(184, 1218)
(184, 1487)
(184, 1587)
(184, 1600)
(185, 248)
(185, 270)
(185, 706)
(185, 773)
(185, 870)
(185, 1303)
(185, 1336)
(185, 1385)
(185, 1495)
(185, 1540)
(185, 1609)
(185, 1806)
(186, 256)
(186, 546)
(186, 1106)
(186, 1204)
(186, 1343)
(186, 1455)
(186, 1931)
(187, 338)
(187, 519)
(187, 1341)
(187, 1417)
(187, 1425)
(187, 1498)
(187, 1877)
(187, 1923)
(187, 1926)
(188, 518)
(188, 732)
(188, 747)
(188, 857)
(188, 1624)
(189, 282)
(189, 551)
(189, 587)
(189, 726)
(189, 1175)
(189, 1529)
(189, 1585)
(189, 1676)
(189, 1889)
(190, 318)
(190, 394)
(190, 457)
(190, 576)
(190, 1011)
(190, 1217)
(190, 1556)
(190, 1922)
(190, 1969)
(191, 515)
(191, 819)
(191, 951)
(191, 993)
(191, 1593)
(191, 1594)
(191, 1699)
(191, 1772)
(192, 364)
(192, 561)
(192, 592)
(192, 639)
(192, 809)
(192, 1216)
(192, 1242)
(192, 1246)
(192, 1318)
(192, 1465)
(192, 1646)
(192, 1690)
(192, 1714)
(192, 1761)
(192, 1834)
(193, 235)
(193, 240)
(193, 643)
(193, 896)
(193, 937)
(193, 1198)
(193, 1669)
(193, 1819)
(193, 1824)
(193, 1985)
(194, 297)
(194, 578)
(194, 897)
(194, 993)
(194, 1364)
